,entity,author_name,overall_polarity
624,roughly twenty AZN Calquence two,Allison Gatlin,Negative
626,two Calquence Small Molecules,mednetnews,Negative
627,AstraZeneca Calquence,Jon Angelo,Negative
629,potentsial'nogo,Novosti GMP,Negative
630,AstraZeneca Calquence,CDE News,Negative
631,two Calquence,Company News HQ,Negative
632,AstraZenca Calquence,PharmaShots Incisive news three shot,Negative
633,Coronavirus Medicamento AstraZeneca,Terra,Negative
635,AstraZeneca Calquence,The Medical Ed Cons,Negative
636,two BTK BSC,Soumyajyoti Biswas,Postive
637,SFBN Feed AstraZeneca Calquence AstraZeneca BayArea,San Francisco Biotechnology Network,Negative
638,BTK Update CALAVI Phase two Calquence,Daniel Drucker,Negative
639,AstraZeneca Calquence,PharmaBian Ji Chang ,Negative
640,AstraZeneca Calquence,Endpoints News,Negative
641,AstraZeneca Calquence,CHItraders,Negative
642,two Calquence,PressReleasePoint,Negative
643,AstraZeneca Calquence,Gordon Gekko,Negative
644,AstraZeneca Calquence,Breaking News,Negative
645,AstraZeneca Calquence AZN,Market Intelligence Healthcare,Negative
646,canakinumab la semaine qui echoue sur le,Nicolas Viudez,Negative
648,AstraZeneca Announced Calavi Phase Ii Trials Calquence Patients Hospitalised With Respiratory Symptoms Did Not Meet Primary Endpoint Related Tickers,Quant Data,Negative
649,AstraZeneca Calquence,FirstWord Pharma,Negative
650,AstraZeneca Calquence,Al Arabiya English,Negative
651,AstraZeneca Calquence,Bloomberg Australia,Negative
652,El farmaco contra la leucemia los ensayos,Economia Digital,Negative
653,AstraZeneca Calquence,Bloomberg,Negative
655,BioToday Qi Ye,Healthcare,Negative
656,AstraZeneca AstraZeneca Plc Thursday Calquence FinancialPersonal,guestpostingservices,Negative
658,Qi Ye,PharmaBian Ji Chang ,Negative
659,two Calquence,Cision News,Negative
660,EU,Ritrattodellasalute,Negative
661,The European Commission AstraZeneca Calquence CLL,LARVOL,Negative
662,TUMORI,one Malati Invisibili,Negative
664,EU,Chris Manfuso,Negative
665,LA CE BTK para la linfocitica cronica asi como el linfoma linfocitico Combinado monoterapia reduciria el riesgo de progresion de enfermedad,investigando,Negative
666,Europe CLL,Benlazar Amine,Negative
667,EU,David Ledger,Negative
669,One BTK CLL,Samir Sheth,Postive
670,AstraZeneca EU Leukaemia Nasdaq AstraZeneca,Plexus Ventures,Postive
672,Salud de Notimex,Jose Viurquis,Negative
674,Venetoclax obinutuzumab England NICE FCR CLL,Blood Cancer Uncensored,Postive
675,Zdravilo Calquence EU odobreno za zdravljenje kronicne limfocitne levkemije,Sporocila za javnost,Negative
676,EU,gRttwit,Negative
677,Europa nuova un farmaco target di sia prima sia dopo ricaduta,Repubblica Salute,Negative
678,EU,BiopharmaAsia,Negative
680,EU,Pharma Trader,Negative
681,EU,Iceberg Vision,Negative
682,EU,Everything Pharma,Negative
684,EU,PharmaCrowd,Negative
685,Terapia Europa,Salutedomani,Negative
687,Terapia Europa,Antonio Caperna,Negative
688,Terapia Europa,Derma News OK,Negative
689,Europa prima linea nella malattia,Medinews,Negative
690,Europe CLL Acalabrutinib two,Lymphoma Hub,Postive
692,AstraZeneca Calquence EU Chronic Leukaemia Pharmashot,PharmaShots Incisive news three shot,Negative
695,EU,WebWire,Negative
696,WHO Solidarity Remdesivir Samiran Panda,Himani Chandna,Negative
697,AstraZeneca Calquence European Union EU Cancer,HealthcarePRwire,Negative
698,EU,IndustryPRwire,Negative
699,EU FREE,LARVOL,Postive
701,AstraZeneca Calquence OK Europe CLL,Stocks tweet,Negative
702,AstraZeneca BTK Calquence Europe CLL,FirstWord Pharma,Negative
703,EU,Company News HQ,Negative
704,European Calquence CLL,The Pharma Letter,Negative
706,AstraZeneca Announced Calquence Approved Eu,Quant Data,Negative
707,AstraZeneca Announced Calquence Approved EU,Inara Bright,Negative
708,AstraZeneca Calquence European Union CCL US,Mehrdad Yousefi,Postive
709,EU Chronic,WheelieDealer,Negative
710,AstraZeneca Calquence EU CLL,GraniteShares Europe,Negative
711,Calquence Approved EU CLL,EIN Presswire EU Politics Newswire,Negative
712,EU,Golden Casino News,Negative
713,Pembrolizumab Pembrolizumab Acalabrutinib,Urology,Negative
714,Pembrolizumab Plus Acalabrutinib Metastatic Urothelial Carcinoma,Oncology,Negative
715,Safety Study Richard Furman PrecisionMedicine,WCM Englander Institute Precision Medicine,Postive
716,One Versus Zanubrutinib,Aloysius Pendergast,Negative
717,Mantle Cell,acalabrutinib,Negative
718,Mantle Cell,acalabrutinib,Negative
740,two sixty PD eleven AEs one two,Toby Eyre,Postive
741,HAE Med Berotralstat AZ Acalabrutinib Clear PAFSC Review OrphanPacific HAE berotralstat de,MEDWAVE,Negative
742,discus rationale evaluate CLL,OncLive SOSS,Negative
743,CLL BTK Learn Richard Furman WeillCornell,Michele,Negative
744,Pembrolizumab Pembrolizumab Acalabrutinib,Oncology,Negative
745,Pembrolizumab Plus Acalabrutinib Metastatic Urothelial,Urology,Negative
746,CI Andy Davies CNS Data Phase ACCEPT TRIAL ASH two thousand and twenty,Kate Cwynarski,Postive
747,BTK CLL three ASCEND,David Henry,Negative
748,Richard Furman Bruton BTK CLL PatientPower,WCM Lymphoma,Postive
749,Science Global one,torisan obsoleted,Negative
750,rituximab,Lymphoma Papers,Postive
751,ICMR Interferon Acalabrutinib WHO Solidarity ChandnaHimani,ThePrint Science,Negative
753,ICMR Interferon Acalabrutinib WHO Solidarity ChandnaHimani,Shekhar Gupta,Negative
754,ICMR Interferon Acalabrutinib WHO Solidarity ChandnaHimani,ThePrintIndia,Negative
755,Kombination Obinutuzumab zeigt Vergleich zu anderen Leukamie CLL Fludarabin,univadis,Negative
757,discus three CLL,OncLive SOSS,Negative
758,Try Calquence two hundred four month,Marty Fecarotta,Negative
759,World Health Organization,Medelis OncologyCRO,Negative
760,WHO Covid Solidarity CDSCO ICMR AstraZeneca,Medical Dialogues,Negative
761,HAE Med Berotralstat AZ OrphanPacific,MEDWAVE,Postive
762,CLL,Lymphoma Hub,Negative
763,solidarity World Health Organization WHO two thousand and,SunStar Cebu,Negative
765,MT HemOncToday seven two thousand and twenty AstraZeneca Burd LLSusa CLLsm,Mike Thompson MD PhD FASCO,Negative
767,AstraZeneca Pharma India Calquence India Oct,ENTIRE MARKET INFORMATION,Negative
769,SOLIDARITY BTK four Bemcentinib Capsule UK,Antibiotic Ghanem,Negative
770,AstraZeneca Calquence India,ExpPharma,Negative
771,BTK one Btk,Thiago Carvalho,Negative
772,Two SOLIDARITY one Gilead two week US EU two,Julien Potet,Negative
773,AstraZeneca Pharma India Calquence India Oct,zavingsin,Negative
775,AstraZeneca Pharma India Calquence India Oct,IIFLMarkets,Negative
776,AstraZeneca Pharma India Calquence India Oct,TheUemployed,Negative
777,Maria Rosario Vergeire Friday World Health Organization WHO DoktorNews,Doktor Net PH,Negative
778,solidarity World Health Organization WHO two thousand and nineteen,Sun Star Pampanga,Negative
779,World Health Organization,News,Negative
780,World Health Organization,News Channel,Negative
781,AstraZeneca India India Us India,Dayco India,Negative
782,AstraZeneca Calquence AstraZeneca,Medical Dialogues,Negative
783,Mantle Cell Lymphoma Calquence PERSISTENT SYSTEMS pr CAPIOT,Vikas kumar sharma,Postive
784,AstraZeneca Pharma Calquence India October india,FinReach,Negative
785,AstraZeneca Pharma Company Calquence India October,MADURAI TRADING ACADEMY,Negative
786,Pharma Calquence India October India March twelve,Enritchansrajpandey,Negative
787,AstraZeneca Pharma Company Calquence India October,Karthik Raja,Negative
788,AstraZeneca India October CancerDrug Calquence,The Hans India,Negative
789,AstraZeneca Pharma Drug AstraZeneca Pharma India one hundred October,Markets Today,Negative
790,StocksToWatch today AstraZeneca Calquence India,Ancient Stock Analysis,Negative
792,AstraZeneca Pharma Calquence India October KPMG October eight UPL Mauritius UPL Corporation,Markets Today,Negative
793,CLL,Medscape Pharmacists,Negative
794,AstraZeneca Pharma Calquence India October,Markets Today,Negative
795,October two thousand and twenty Alert Calquence Medicine,NEERAJ BAJPAI,Postive
796,AstraZeneca Pharma one hundred,BloombergQuint,Negative
797,ASTRAZENECA PHARMA CO,Redbox India,Postive
800,ASTRAZEN Launch Of Acalabrutinib Capsules,BSE Corporate News,Negative
801,letsBeatCorona IndiaFightsCorona,myupchar,Negative
802,ICMR Covid,ITSM Industrial,Negative
803,Solidarity,Teena Thacker,Negative
805,ICMR Covid,PINSIDER NEWS,Negative
807,Ri Jing,Ri Jing medeikaru,Negative
808,ICMR Covid,Guwahati News,Negative
809,India Council Medical Research ICMR World Heath Organization Solidarity,Economic Times,Negative
810,CLL SLL,gannabiTong Xin ,Negative
811,ICMR ICMR AstraZeneca Acalabrutinib,Mango News,Negative
812,ICMR Covid App,MAJ DR SINGH SG Medallist SIACHEN GLACIER,Negative
815,ICMR Covid,JINU JAMES,Negative
816,ICMR Covid,ET Industry News,Negative
817,Covid ICMR Dexamethasone ClinicalTrial,ETHealthWorld,Negative
818,CLL,Freddy Pizart,Negative
819,ICMR Covid,Aaj Ka Samachar,Negative
820,ICMR Covid,Ketan,Negative
823,ICMR WHO Solidarity,Ganesha,Negative
824,ICMR WHO Solidarity ThePrint ChandnaHimani,ThePrint Science,Negative
825,CLL,Medscape,Negative
826,WHO Solidarity Remdesivir Solidarity,Himani Chandna,Negative
827,ICMR WHO Solidarity ThePrint ChandnaHimani,ThePrintIndia,Negative
831,CLL,MDEdge,Negative
834,CLL,Medscape Oncology,Negative
835,CLL,MDedge Hematology Oncology,Negative
837,CLL three BTK,eDNA,Negative
838,two,ClinicalTrialsData,Postive
839,two,ClinicalTrialsData,Postive
840,one Study Evaluate Relative Bioavailability Proton Pump Inhibitor Rabeprazole Effect Food Effect Particle Size Effect,ClinicalTrialsData,Negative
842,Xie Bing  Man Xing Xie Bing CLL,gannabiTong Xin ,Negative
843,Ri Jing,Ri Jing medeikaru,Negative
845,El Instituto Nacional del Cancer para ayudar el Salud Informacion el estudio en Notimex,Taan Pacheco,Negative
846,AstraZeneca Amy Burd PhD John Byrd MD,HemOnc Today,Negative
847,Healio,Cancer Review,Negative
848,Healio,Cancer Update,Negative
852,CALQUENCE Drug Profile two thousand and,DrugPatentWatch,Negative
855,acalabrutinib drug BTK Briton Tyrosine Kinase,Vasanthi Ilangovan,Negative
856,FLOTUS EricTrump DonaldJTrumpJr IvankaTrump WeLoveTrump Acalabrutinib Calquence,Sherry,Negative
857,Hydroxychloroquine Remdesivir Calquence Jakafi Ilaris Mavrilimumab Decepticon,Sid Murlidhar,Postive
859,Check Acalabrutinib,Medivizor,Negative
860,three CLL,Oncology Tube,Negative
861,AstraZeneca Caluquence Keep Inspiring AstraZeneca,dtw Research Inc,Negative
862,September OhioState CLL ClinicalTrial,Cancer Discovery,Negative
865,Pembrolizumab JournalCancer AlvaAjjai MRHarrisonMD MattMilowsky,Tian Zhang MD MHS,Negative
866,ErleneSeymour,OncLive SOSS,Negative
869,Paolo Ghia MD CLL three,Oncology Tube,Negative
871,KingsCollegeNHS UHSFT RichtersSyndrome,TAP Clinical Trial Network,Negative
874,Michael Wang MD,Oncology Tube,Negative
876,nine RichtersSyndrome Anna Nicole,TAP Clinical Trial Network,Negative
877,beagle dog plasma application pharmacokinetic study JPBA,BioMassSpec,Negative
878,Learn CALQUENCE CLL,acalabrutinib,Negative
880,MCL,KOLKATA RAVI SPECIALITIES PHARMA,Negative
881,MCL,worldwide medicine,Negative
883,two Lymphomas,CureHuntr,Negative
884,two,TrialBulletin,Negative
887,BTK CLL APTO GC eight hundred and six,Helen Ong,Negative
890,CLL,Stem Cells News,Postive
891,CLL two thousand and,chadi nabhan MD MBA FACP,Postive
894,Woyach Role Acalabrutinib CLL,Oncology News Update,Negative
895,Calquence Prescribing Information,Gabriel Chinchilla,Negative
898,CONGRESS MorieGertz MayoClinic,Lymphoma Hub,Negative
899,AstraZeneca Paolo Ghia MD PhD,HemOnc Today,Negative
900,CLL Study,Seema Ali Bhat,Negative
901,CLL WCC sixty one hundred and two Teamhaem,TeamHaem,Negative
902,ASCEND Ghia CLL,Lymphoma Hub,Postive
903,China Italy,Ronald Chavin,Postive
904,Deauville Maintenance rituximab v Acalabrutinib,Luis Villela,Negative
906,SCI Steve Coutre obinutuzumab,Steven Artandi MD PhD,Negative
907,three Idelalisib Plus Rituximab Bendamustine Plus Rituximab PFS CLL,Mahmoud Aljurf,Postive
909,Obinutuzumab TX CLL PI,MD Anderson Leukemia,Negative
910,Idelalisib Plus Rituximab Bendamustine Plus Rituximab,The ASCO Post,Negative
912,Drs Seema Jennifer Woyach CLL,The ASCO Post,Negative
913,one thousand six hundred Australians today PBS Calquence,Sydney,Negative
915,Federal Health September one Keytruda PBS Calquence Acalabrutinib CLL SLL Great AstraZeneca,Lymphoma Australia,Postive
916,World Lymphoma Awareness AstraZeneca Calquence Australian CLL SLL,Rozalina Sarkezians,Negative
917,PBS Australian,haemdoc,Negative
918,BTKinhibitors,Specialty Pharmacy Continuum,Negative
920,Calquence PBS,Leukaemia Foundation,Postive
921,BTK DanaFarber LeedsHospitals BTKinhibitors,Narinder Grewal MD,Negative
922,BTK DanaFarber LeedsHospitals BTKinhibitors,Anesthesiology News,Negative
923,Bruton BTK,MW Gunter,Negative
924,Check Acalabrutinib,Medivizor,Negative
925,September one Calquence PBS first Video,Greg Hunt,Negative
926,three Rituximab Bendamustine Plus Rituximab,filippo masini,Negative
930,ICYMI two three ASCEND,Home Journal,Negative
931,one Calquence Brukinsa one,Jasdeep Sandhu,Postive
932,AstraZeneca BTKinhibitors,Specialty Pharmacy Continuum,Negative
933,randomized pembrolizumab v pembrolizumab UrothelialCancer OncoAlert KatsuakiMaehara VivekSubbiah,Ivan Gonzalez,Negative
934,two,Ignacio Duran,Negative
935,US FDA BTK CLL SLL BTK,ACS Journal Cancer,Postive
936,UrothelialCancer TiansterZhang al JournalCancer WileyNews DukeCancer,Medicine Matters oncology,Negative
938,ICYMI two three ASCEND,Home Journal,Negative
941,pembrolizumab two,OncologyNurseAdvisor,Negative
942,Suivi Pres de one four,Fondation ARC,Negative
945,MCL Clinical Journal Oncology Nursing,Hematology Advisor,Negative
946,MCL Clinical Journal Oncology,CancerTherapyAdvisor,Negative
947,CLL,CONQUER patient voice,Negative
949,AE,OncologyNurseAdvisor,Negative
950,AE MCL,OncologyNurseAdvisor,Negative
951,Urothelkarzinom Pembrolizumab,univadis,Negative
954,el medicamento FDA la tormenta de citoquinas,TekCrispy,Negative
955,three Rituximab Bendamustine Plus Rituximab,Trip Database,Negative
956,Calquence,CURE Magazine,Negative
957,AstraZeneca two thousand and ten half billion dollar,garvs,Negative
958,ten Peru al Covid Los Plasma three Ivermectina Mavrilimumab Tocilzumab Solidaridad four,Alejandro de Bary,Negative
962,four Bruton Tyrosine Kinase Only three Ibrutinib Zanubrutinib Oceabrutinib,PharmacyPhunQuiz,Negative
963,Learn Acalabrutinib Leukemia,Medivizor,Negative
964,two,ImmunotherapyPapers,Negative
965,OncologyNursing MCL AstraZeneca,Maria Badillo MSN RN OCN CCRP,Postive
966,Calquence,CURE Magazine,Negative
968,Man Xing Xie Bing  niDui Ying,onkoro,Negative
969,BTK two,Guru Sonpavde MD,Postive
971,one AstraZeneca BTK US,Nash Peters,Postive
972,JournalCancer two TiansterZhang IO,Ali Khaki,Negative
973,OpenAccess two,ACS Journal Cancer,Negative
974,IDATwitter,InfectiousDiseaseAdv,Negative
975,The European Medicines Agency CLL,LymphomaAction,Postive
976,avancee de la leucemie ActusHemato Laly Nsiala,Hematologie,Negative
979,two CLL PI MDAndersonNews Leukemia,MD Anderson Leukemia,Negative
985,PR TIMES,Yao Ji Shi niyusuPei Xin kun,Negative
988,AstraZeneca BTKinhibitors,Specialty Pharmacy Continuum,Negative
989,AstraZeneca BTKinhibitors,InfectiousDiseaseSE,Negative
990,AstraZeneca BTKinhibitors,ClinicalOncologyNews,Negative
991,AstraZeneca BTKinhibitors,Pharmacy Practice News,Negative
992,BTK BTK Learn,COTA Inc,Negative
993,eighty percent fifty percent FDA EUA one,Pete Afrasiabi,Postive
994,AstraZeneca BTKinhibitors,Pharmacy Practice News,Negative
995,EMA Recommends Marketing Authorisation Acalabrutinib Bruton,ESMO Eur Oncology,Negative
996,zur Zulassung al empfohlen Ein Leukamie dem BTK Position einnimmt Acalabrutinib BTK,Arzte Zeitung,Negative
998,Green Light Avapritinib GIST Acalabrutinib CLL,AGD Biomedicals,Negative
999,AstraZeneca,Ronald Chavin,Negative
1001,CLL,Lymphoma Hub,Postive
1002,CytokineStorm,Meedo,Negative
1003,Green Light Avapritinib GIST Acalabrutinib CLL,AGD Biomedicals,Negative
1004,Calquence Recommended EU,BiopharmaAsia,Postive
1005,Study Evaluate,TrialBulletin,Negative
1006,Study Evaluate Effects Inhibitor Acalabrutinib,CureHuntr,Negative
1008,eighty percent fifty percent FDA EUA,Pete Afrasiabi,Postive
1010,Hoffnung Zulassung von zwei Krebsmedikamenten Europaischen Union Die Europaische Arzneimittelagentur Zulassung von Calquence Acalabrutinib Imfinzi Durvalumab,APOTHEKE ADHOC,Negative
1011,Man Xing Xie Bing CLL,gannabiTong Xin ,Negative
1012,BTKZu Hai Yao Xiang Zhou deCheng Ri Jing,Ri Jing medeikaru,Negative
1013,Study Evaluate Relative Bioavailability Proton Pump Inhibitor Rabeprazole Effect Food Effect Particle Size Effect,TrialBulletin,Negative
1014,Study Evaluate Relative Bioavailability Proton Pump Inhibitor Rabeprazole Effect Food Effect Particle Size Effect,CureHuntr,Negative
1015,AstraZeneca BTKinhibitors,InfectiousDiseaseSE,Negative
1017,Zhi Liao,Tweets,Negative
1019,EMA CLL,Andy Vermaut,Negative
1021,BTKZu Hai Yao Xiang Zhou deCheng,Yi Liao niyusuSu Bao ,Negative
1022,BTKZu Hai Yao Xiang Zhou deCheng,Yi Xue Xue Hui niyusu,Negative
1023,BTKZu Hai Yao Xiang Zhou deCheng,PharmaBian Ji Chang ,Negative
1024,Two AstraZeneca Imfinzi Calquence,Jon Angelo,Negative
1025,Two AstraZeneca Imfinzi Calquence,Pharmafocus,Negative
1026,EU,Company News HQ,Postive
1027,Astra Zenecas Calquence EU,Finwire News,Negative
1028,AstraZeneca Calquence Receives Positive CHMP Opinion,Contentoflifer,Negative
1029,EU cll,GraniteShares Europe,Negative
1030,AstraZeneca Calquence EU,DirectorsTalk,Postive
1031,AstraZeneca Calquence EU,Francis Alexander,Postive
1032,EU,Cision News,Postive
1033,AstraZeneca PLC Calquence CLL,Daniel Macdonald,Postive
1035,BTK nineteen,Latika,Negative
1036,DEL CHMP DELL EMA PER ACALABRUTINIB,one Malati Invisibili,Negative
1038,AIFA,Emergency Live,Negative
1039,European AstraZeneca Calquence,Investor News,Negative
1040,European AstraZeneca Calquence CLL,Investor News,Negative
1041,European AstraZeneca Calquence CLL,Benigno Pinera,Negative
1042,European AstraZeneca Calquence CLL,Breaking News,Negative
1043,TargetedOnc EndCancer,MD Anderson Cancer Center,Negative
1044,Acalabrutinib Managing Adverse Events,Maria Badillo MSN RN OCN CCRP,Negative
1047,NEOPLASIE,one Malati Invisibili,Negative
1048,Richard Furman BTK OncLive,WCM Lymphoma,Negative
1051,AACRCovid,Jill Feldman,Postive
1052,Covid,SAyub Mazher,Negative
1053,Louis Staudt Lymphoma BTK AACRcovid,Liz Highleyman,Negative
1054,Louis Staudt theNCI Acalabrutinib Calquence AACRcovid,Liz Highleyman,Negative
1056,Louis Staudt theNCI Calquence AACRcovid,Liz Highleyman,Negative
1057,CALQUENCE ljyl l`lj,dubai GlobalNews,Negative
1061,Lymphoma,Lymphoma Papers,Negative
1063,Virtual Congress Trial,Health Radio Online,Negative
1064,CLL BTK BID BTK QD BloodJournal,Talha Badar,Negative
1065,El Medicamento Acalabrutinib la la proteina Tirosina quinasa de Bruton asocio reduccion de la de la respuesta Muerte de los criticos,Pacientesconidp,Negative
1071,India sixty one hundred and forty Acalabrutinib Covid,Om Prakash Sharma,Negative
