,Entity,Frequency
683,Study Healthy Subjects Assess Bioavailability Proportion Drug Which Enters Circulation Have Active Effect,1
684,Paolo Ghia MD CLL three,1
685,KingsCollegeNHS UHSFT RichtersSyndrome,1
686,Michael Wang MD,1
687,nine RichtersSyndrome Anna Nicole,1
688,beagle dog plasma application pharmacokinetic study JPBA,1
689,Learn CALQUENCE CLL,1
690,WATCH Jennifer Woyach MD,2
691,MCL,19
692,MCL,19
693,two Lymphomas,1
694,two,75
695,Acalabrutinib Combination With Previously Untreated Diffuse,1
696,BTK CLL APTO GC eight hundred and six,1
697,Paolo PhD three ASCEND,1
698,Paolo Ghia PhD CLL,1
699,CLL,2305
700,CLL two thousand and,3
701,Woyach Role Acalabrutinib CLL,1
702,Calquence Prescribing Information,1
703,WATCH Jennifer Woyach MD,2
704,CONGRESS MorieGertz MayoClinic,1
705,AstraZeneca Paolo Ghia MD PhD,1
706,CLL Study,1
707,CLL WCC sixty one hundred and two Teamhaem,1
708,ASCEND Ghia CLL,1
709,China Italy,1
710,Deauville Maintenance rituximab v Acalabrutinib,1
711,SCI Steve Coutre obinutuzumab,1
712,three Idelalisib Plus Rituximab Bendamustine Plus Rituximab PFS CLL,1
713,Obinutuzumab TX CLL PI,1
714,Idelalisib Plus Rituximab Bendamustine Plus Rituximab,1
715,Drs Seema Jennifer Woyach CLL,1
716,one thousand six hundred Australians today PBS Calquence,1
717,Federal Health September one Keytruda PBS Calquence Acalabrutinib CLL SLL Great AstraZeneca,1
718,World Lymphoma Awareness AstraZeneca Calquence Australian CLL SLL,1
719,PBS Australian,1
720,BTKinhibitors,1
721,Calquence PBS,1
722,BTK DanaFarber LeedsHospitals BTKinhibitors,2
723,BTK DanaFarber LeedsHospitals BTKinhibitors,2
724,Bruton BTK,10
725,Check Acalabrutinib,2
726,September one Calquence PBS first Video,1
727,three Rituximab Bendamustine Plus Rituximab,6
728,Combination Acalabrutinib With Subjects With Previously Untreated Subtype,1
729,ICYMI two three ASCEND,2
730,one Calquence Brukinsa one,1
731,AstraZeneca BTKinhibitors,7
732,randomized pembrolizumab v pembrolizumab UrothelialCancer OncoAlert KatsuakiMaehara VivekSubbiah,1
733,two,75
734,US FDA BTK CLL SLL BTK,1
735,UrothelialCancer TiansterZhang al JournalCancer WileyNews DukeCancer,1
736,ICYMI two three ASCEND,2
737,pembrolizumab two,1
738,Suivi Pres de one four,1
739,REtreatment With VEnetoclax CLL,1
740,MCL Clinical Journal Oncology Nursing,1
741,MCL Clinical Journal Oncology,1
742,CLL,2305
743,AE,2
744,AE MCL,1
745,Urothelkarzinom Pembrolizumab,1
746,Flinn MD Tycel Jovelle Javier Munoz,1
747,el medicamento FDA la tormenta de citoquinas,2
748,three Rituximab Bendamustine Plus Rituximab,6
749,Calquence,21
750,AstraZeneca two thousand and ten half billion dollar,1
751,ten Peru al Covid Los Plasma three Ivermectina Mavrilimumab Tocilzumab Solidaridad four,1
752,CLL,2305
753,four Bruton Tyrosine Kinase Only three Ibrutinib Zanubrutinib Oceabrutinib,1
754,Learn Acalabrutinib Leukemia,1
755,two,75
756,OncologyNursing MCL AstraZeneca,1
757,Calquence,21
758,two,75
759,Man Xing Xie Bing  niDui Ying,1
760,BTK two,2
761,one AstraZeneca BTK US,1
762,JournalCancer two TiansterZhang IO,1
763,OpenAccess two,1
764,IDATwitter,1
765,The European Medicines Agency CLL,1
766,avancee de la leucemie ActusHemato Laly Nsiala,1
767,two CLL PI MDAndersonNews Leukemia,1
768,PR TIMES,7
769,AstraZeneca BTKinhibitors,7
770,AstraZeneca BTKinhibitors,7
771,AstraZeneca BTKinhibitors,7
772,AstraZeneca BTKinhibitors,7
773,BTK BTK Learn,1
774,eighty percent fifty percent FDA EUA one,1
775,AstraZeneca BTKinhibitors,7
776,EMA Recommends Marketing Authorisation Acalabrutinib Bruton,1
777,zur Zulassung al empfohlen Ein Leukamie dem BTK Position einnimmt Acalabrutinib BTK,1
778,Green Light Avapritinib GIST Acalabrutinib CLL,2
779,AstraZeneca,91
780,CLL,2305
781,CytokineStorm,2
782,Green Light Avapritinib GIST Acalabrutinib CLL,2
783,Calquence Recommended EU,1
784,Study Evaluate,1
785,Study Evaluate Effects Inhibitor Acalabrutinib,1
786,eighty percent fifty percent FDA EUA,1
787,EU,33
788,Hoffnung Zulassung von zwei Krebsmedikamenten Europaischen Union Die Europaische Arzneimittelagentur Zulassung von Calquence Acalabrutinib Imfinzi Durvalumab,1
789,Man Xing Xie Bing CLL,4
790,BTKZu Hai Yao Xiang Zhou deCheng Ri Jing,1
791,Study Evaluate Relative Bioavailability Proton Pump Inhibitor Rabeprazole Effect Food Effect Particle Size Effect,2
792,Study Evaluate Relative Bioavailability Proton Pump Inhibitor Rabeprazole Effect Food Effect Particle Size Effect,2
793,AstraZeneca BTKinhibitors,7
794,Zhi Liao,1
795,EMA CLL,1
796,BTKZu Hai Yao Xiang Zhou deCheng,3
797,BTKZu Hai Yao Xiang Zhou deCheng,3
798,BTKZu Hai Yao Xiang Zhou deCheng,3
799,Two AstraZeneca Imfinzi Calquence,2
800,Two AstraZeneca Imfinzi Calquence,2
801,EU,33
802,Astra Zenecas Calquence EU,1
803,AstraZeneca Calquence Receives Positive CHMP Opinion,1
804,EU cll,1
805,AstraZeneca Calquence EU,2
806,AstraZeneca Calquence EU,2
807,EU,33
808,AstraZeneca PLC Calquence CLL,1
809,BTK nineteen,4
810,DEL CHMP DELL EMA PER ACALABRUTINIB,1
811,AIFA,1
812,European AstraZeneca Calquence,1
813,European AstraZeneca Calquence CLL,3
814,European AstraZeneca Calquence CLL,3
815,European AstraZeneca Calquence CLL,3
816,TargetedOnc EndCancer,1
817,Acalabrutinib Managing Adverse Events,1
818,Modified Immune Cells CAR Cells Acalabrutinib Treatment Relapsed Refractory Mantle Cell,2
819,Modified Immune Cells CAR Cells Acalabrutinib Treatment Relapsed Refractory Mantle Cell,2
820,NEOPLASIE,1
821,Richard Furman BTK OncLive,1
822,AACRCovid,1
823,Covid,3
824,Louis Staudt Lymphoma BTK AACRcovid,1
825,Louis Staudt theNCI Acalabrutinib Calquence AACRcovid,1
826,BTK AACRCovid Louis Staudt,1
827,Louis Staudt theNCI Calquence AACRcovid,1
828,CALQUENCE ljyl l`lj,1
829,Paolo Ghia PhD three ASCEND CLL,1
830,BTK SarahCannonDocs,1
831,three ASCEND CLL ASCO,1
832,Lymphoma,17
833,Virtual Congress Trial,1
834,CLL BTK BID BTK QD BloodJournal,1
835,El Medicamento Acalabrutinib la la proteina Tirosina quinasa de Bruton asocio reduccion de la de la respuesta Muerte de los criticos,1
836,MCL lymsm,3
837,CLL ASCO,3
838,India sixty one hundred and forty Acalabrutinib Covid,3
839,India sixty one hundred and forty Acalabrutinib Covid ChandnaHimani,2
840,one hundred and forty sixty ChandnaHimani,1
841,India sixty one hundred and forty Acalabrutinib Covid,3
842,TheUSONetwork,2
843,month India two Calquence,1
844,Calquence AstraZeneca,3
845,AstraZeneca two BTK one hundred and forty,1
846,India AstraZeneca one hundred and forty sixty India,1
847,Astrazenica India sixty one hundred and forty Acalabrutinib Covid,1
848,India sixty one hundred and forty Acalabrutinib Covid,3
849,India sixty one hundred and forty Acalabrutinib Covid ChandnaHimani,2
850,l`lmy@ l'dwy@ `n TrH CALQUENCE klkwyns ' klbrwtynyb l`lj lGdd,1
851,WhiteCoats BeDrEffective,1
852,CALQUENCE l`lj b'ql mn ls`r l`lmy AmwalalghadAR,1
853,CALQUENCE l`lj,1
854,ASTRAZENECA PREPARAT ACALABRUTINIB OT LIMFOMY KANDIDAT NA OT,1
855,SEC daily,1
856,Lymphoma,17
857,Lymphoma,17
858,AstraZeneca Calquence first quarter two thousand and Calquence AstraZeneca CLL SLL,1
859,Inhibition Bruton Jun five two thousand and twenty nineteen,2
860,nine Calquence CLL Enhertu China US Farxiga,1
861,Sunny Kim OHSUNews CLL Cancer,1
862,AstraZeneca Announces April fifteen two thousand and twenty Matthew Fowler CancerNetwrk AZ Press Release,2
863,Inhibition Bruton Jun five two thousand and twenty nineteen,2
864,Cancer Research Time Two Pandemics Highlights Bruton BTK,1
865,John,1
866,CLL Lucky,1
867,CLL BTK,5
868,obinutuzumab versus chlorambucil obinutuzumab chronic three,1
869,CALQUENCE Drug Profile two thousand and,2
870,Prof Paolo Ghia ASCEND v idelalisib rituximab bendamustine rituximab chronic Watch Oncology CLL,1
871,Richard Furman OncLive nine,1
872,FDA,137
873,BTK CLL CLL BTK Blood American Society Hematology,1
874,BTK Amazing Clinical CLL BTK Blood American Society Hematology,1
875,CLL John Byrd,1
876,three RichtersSyndrome OUHospitals ChurchillHospital,1
877,OncoAlert Clinical CLL BTK American Society Hematology CLLsm,1
878,CLL SLL,24
879,five hundred CLL ninety CI,4
880,CLL,2305
881,Obinutuzumab CLL,7
882,New Drug,2
883,PULSEBEATNEWS,1
884,three hundred and sixty,3
885,three day,5
886,IndustriaFarmaceutica Acalabrutinib de AstraZenecaES linfocitica presentaron el Congreso Anual de la Asociacion Europea de Hematologia,1
887,New Acalabrutinib,2
888,Dra Adriana Scheliga CLL,2
889,linfocitica,4
890,BTK,71
891,linfocitica,4
892,Counts,1
893,three two thousand and twenty three two thousand and twenty ten HUMIRA CLL,1
894,BTK BTK BTK,1
895,Probably Baricitinib Btk,1
896,NEW Acalabrutinib,1
897,Alessandra Tedeschi,1
898,Alan Skarbnik ASCEND Cll,1
899,three day,5
900,linfocitica cronica refractaria,1
901,AscentagePharma AcertaPharma Acerta BTK,1
902,CALQUENCE,7
903,usado contra bloquearia la proteina BTK provoca la propagacion de la Especialistas los casos el Peru,2
904,eighteen month rituximab plus idelalisib,1
905,TheLancet CLL,1
906,WeillCornell Lymsm,1
907,three day,5
908,Thomas Witzig fifteen two thousand and nineteen two hundred and sixtyseven thousand four hundred,1
909,John ten four year BTK,1
910,Ghia ASCEND CLL,1
911,Reapertura de centros La OIT de un usado contra bloquearia la proteina BTK provoca la propagacion de,2
912,CarenetYi Liao,1
913,usado contra bloquearia la proteina BTK provoca la propagacion de la Especialistas los casos el Peru,2
914,Reapertura de centros La OIT de un usado contra bloquearia la proteina BTK provoca la propagacion de,2
915,Lancet forty,1
916,della leucemia linfatica cronica rendendolo un La parole di Alessandra Tedeschi,1
917,ceux essai exploratoire de de BTK chez le,1
918,CONGRESS John Byrd CLL,1
919,Bruton IgE,1
920,CaretasEnCasa La el ritonavir la ivermectina graf de estos en los ultimos dia usado el tratamiento de leucemia,1
921,CLL,2305
922,McKesson,1
923,ATENCION El usado contra bloquearia la proteina BTK provoca la propagacion de la Especialistas los casos el Peru,1
924,BTKinhibitor Supplemental RoschewskiMD al SciImmunology,1
925,Medical News Bulletin,1
926,CL,1
927,Richard Furman MD PrecisionMedicine,1
928,AstraZeneca Calquence week Calquence,1
929,Los medico han publicado Science Immunology Consideran BTK Salud Acalabrutinib,1
930,Acerta Pharma,1
931,Da Paolo Ghia un sui dati dell ASCEND presentato ad nella linfatica cronica,1
932,Manana CARETAS El con la reactivacion economica La OIT de un drastico del trabajo la proteina provoca la propagacion de la Esto ma en,1
933,two three ASCEND,3
934,US Oncology Research Read Forbes,1
935,ASCEND Paolo Ghia,1
936,Meaning Scientists ScienceMagazine,1
937,two biosimilar rituximab lenalidomide acalabrutinib,4
938,two biosimilar rituximab lenalidomide acalabrutinib,4
939,First FDA,1
940,ASCEND Rituximab Bendamustine Plus Rituximab Acalibrutinib CLL,1
941,BTK OncoAlert,1
942,Medicos del hospital Walter Reed Maryland Estados Unidos el medicamento,1
943,BTK,71
944,last week Response twenty zero,1
945,zonder obinutuzumab chloorambucil en obinutuzmab al CLL,1
946,three day,5
947,European Union Novo Nordisk Rybelsus,1
948,AstraZeneca AstraZeneca Leukemia Oncology ClinicalTrials CalquenceTrials Biopharmaceutical Biotechnology Pharmaceutical DrugDevelopment DrugDiscovery,1
949,BTK el momento el tratamiento la tormenta de citoquinas muy graf,1
950,BTK four hundred and,1
951,ONT,2
952,HealthDay June twelve two thousand and Physician Briefing,1
953,BTK nineteen,4
954,La persona de algunos de los paises QuedateEnCasa QuedateEnRadio,1
955,two,75
956,two Rituximab Lenalidomide Acalabrutinib,1
957,Nuovi two che un regime combinato Truxima ben tollerato ed efficace nella terapia del,2
958,AstraZeneca Blood Cancer Drug Calquence,10
959,Nuovi two che un regime combinato Truxima ben tollerato ed efficace nella terapia del,2
960,AstraZeneca Blood Cancer Drug Calquence,10
961,AstraZeneca Blood Cancer Drug Calquence,10
962,two,75
963,AstraZeneca Blood Cancer Drug Calquence,10
964,two biosimilar rituximab lenalidomide acalabrutinib,4
965,two biosimilar rituximab lenalidomide,1
966,de Phase two rituximab biosimilaire etre,1
967,Nieuwe,1
968,Neue Vertraglichkeit Wirksamkeit de Therapieschemas Lenalidomid und Acalabrutinib,1
969,Los two indican el regimen de biosimilar de rituximab lenalidomida acalabrutinib el linfoma de celulas,1
970,two biosimilar rituximab lenalidomide acalabrutinib,4
971,Nuovi two che un regime combinato di ben tollerato ed efficace nella terapia del,1
972,La tormenta de citoquinas de la podria ser calmada con Acalabrutinib Sciece de un estudio observacional nineteen Pero un terapeutico coronavirus,1
973,roguinshitekontentsuhe Xin Gui Hui Deng Lu Yi Shi,1
974,Kanser,4
975,Kanser,4
976,BTK nineteen Over day MAJORITY,1
977,Staudt TalkingHeads,1
978,Buena noticia para pacientes de coronavirus graf prueban,11
979,LEUCEMIA LINFATICA CRONICA DIMOSTRATA EFFICACIA LA TOLLERABILITA LUNGO one risultati studi al Congresso EHA,1
980,Kanser,4
981,dimostrata affidabilita tollerabilita di ACALABRUTINIB,1
982,eight four eight two eight,1
983,Kanser,4
984,JCO ASCEND Phase three,1
985,ASCEND Paolo Ghia lymsm,1
986,Bruton BTK,10
987,Celebrating Inclusion Diversity LGBTQA Pride Month,1
988,Coronavirus eight Policenama,1
989,obinutuzumab v chlorambucil CLL three,1
990,AstraZeneca Blood Cancer Drug Calquence BioSpace,1
991,Buena noticia para pacientes de coronavirus graf prueban,11
992,Buena noticia para pacientes de coronavirus graf prueban,11
993,ScienceMagazine,3
994,dicho Acalabrutinib LaSexta Noche,1
995,CLL two fourteen date six four SPM two three PD ten CR seven DoR EFS EAMS CLL,1
996,BTK,71
997,BTK Inhibition Bruton,1
998,Coronavirus Can Set Off Cytokine These Drugs Remdesivir Acalabrutinib Calquence CytoSorb Europe,1
999,un ma graf de la al descubrimiento de la proteina la enfermedad la proteina BTK,1
1000,Buena noticia para pacientes de coronavirus graf prueban,11
1001,Buena noticia para pacientes de coronavirus graf prueban,11
1002,two,75
1003,Proponen al farmaco para frenar la respuesta hiperinflamatoria mediada citoquinas graf de,1
1004,Don,2
1005,AZN Calquence two AstraZeneca,1
1006,two three ASCEND Calquence AstraZeneca AstraZeneca,1
1007,three day,5
1008,ScienceMagazine,3
1009,Estados Unidos un vence la ma graf de la al descubrimiento de la proteina la enfermedad la proteina BTK,1
1010,Se encuentra BTK el coronavirus,1
1011,Parece ya se necesitan la contra ESTUDIO EN el Acalabrutinib al virus incluso UCI,1
1012,Buena noticia para pacientes de coronavirus graf prueban,11
1013,Coronavirus Can Set Off Cytokine These Drugs,1
1014,Buena noticia para pacientes de coronavirus graf prueban,11
1015,Richard Furman CLL Waldenstroms OncologyTimes,1
1016,Science Immunology Acalabrutinib,1
1017,Coronavirus PruebanFarmaco Coronavirus usado contra Se trata del Acalabrutinib,1
1018,Start weekend eight minute This week States,1
1019,Cohort today TC Bec Dr Fox,1
1020,Coronavirus Calquence AstraZeneca,1
1021,Encontraron farmaco que vence la ma graf de la,2
1022,Buena noticia para pacientes de coronavirus graf prueban,11
1023,Buena noticia para pacientes de coronavirus graf prueban,11
1024,HealthDay,1
1025,AstraZeneca Calquence two four year,1
1026,ASCEND Calquence eighteen month Calquence,1
1027,four year Calquence,1
1028,two three ASCEND,3
1029,dimostrata efficacia la tollerabilita lungo Leucemia linfatica cronica,1
1030,BTK Inhibitor Acalabrutinib one three day,1
1031,Un nineteen requirieron un el medicamento,1
1032,tva nya Calquence lifesciencesweden pharma,1
1033,un un prolungato pretrattati,1
1034,della leucemia linfatica cronica la forma piu dell,1
1035,two,75
1036,rendesivir hidroxicloro pantallas la nueva,1
1037,Medscape BTK nineteen,1
1038,un ma graf de la Podria BTK El descubrimiento da,1
1039,two,75
1040,Coca Cola,9
1041,Bruton BTK BTK TRADUC,1
1042,Coca Cola,9
1043,Calquence ICMRDelhi,1
1044,Parece ya se necesitan la vacunas el Acalabrutinib al virus incluso UCI,1
1045,Una critico probaron con exito el Acalabrutinib un farmaco ya,1
1046,el uso del medicamento Acalabrutinib un usado el tratamiento de los pacientes criticos,2
1047,el tratamiento de casos severos de ScienceMagazine publica de mejoria nineteen Ahora un,1
1048,Leyendo la inflamacion provocada el covid haran estudios con pacientes de ma Panama un BTK Supongo OMS,1
1049,AstraZeneca Calquence MailOnline,7
1050,Buena noticia para pacientes de coronavirus graf prueban,11
1051,Monticelli Rocky Mountain Cancer Centers Francis Calquence,1
1052,un farmaco de AstraZeneca de Covid Hallada Covid BarricadaNews LaVanguardia,1
1053,Hidroxicloroquina escena pero el numero de muertos incrementa dia dia,1
1054,El Acalabrutinib exito la enfermedad,1
1055,Encontraron farmaco que vence la ma graf de la,2
1056,Evan Kirstel Twitter one Coke Coca Cola Twitter,1
1057,BTK nineteen,4
1058,medicamento para Inhibition Bruton,1
1059,Prueban el Acalabrutinib,5
1060,Buena noticia para pacientes de coronavirus graf prueban,11
1061,Buena noticia para pacientes de coronavirus graf prueban un,2
1062,Buena noticia para pacientes de coronavirus graf prueban un,2
1063,SI SE SALVA ALGUNA CREYENDO EN LA COMUNIDAD CIENTIFICA,1
1064,l'Tbhttps,1
1065,RegaCarlos,1
1066,nineteen BTK,1
1067,one three cogunda iltihaplanmada,1
1068,BTK nineteen,4
1069,BTK,71
1070,Medicos en Estados Unidos un ma graf de la,1
1071,Prueban el Acalabrutinib,5
1072,Prueban el Acalabrutinib,5
1073,Buena noticia para pacientes de coronavirus graf prueban un farmaco ya El Acalabrutinib,4
1074,Prueban el Acalabrutinib,5
1075,Prueban el Acalabrutinib,5
1076,Buena noticia para pacientes de coronavirus graf prueban un farmaco ya El Acalabrutinib,4
1077,Buena noticia para pacientes de coronavirus graf prueban un farmaco ya El Acalabrutinib,4
1078,Buena noticia para pacientes de coronavirus graf prueban un farmaco ya El Acalabrutinib,4
1079,El estudio fue desarrollado el bloqueo de la proteina BTK reduciria la mejoraria el,1
1080,un de la celulas para ayudar los pacientes con con ma agudas de la enfermedad Calquence AstraZeneca,1
1081,nuevo medicamento salvaria persona contagiadas de,1
1082,el producto e Benjamin Nunez Vega Le un farmaco de AstraZeneca BTK el tratamiento de algunos canceres,1
1083,Coca Cola,9
1084,BTK de Bruton el tratamiento de algunos canceres eleven eight de ellos la tormenta de citoquinas ocasionada,1
1085,Una critico probaron con exito un farmaco ya contra exito la enfermedad,1
1086,EEUU Investigadores el uso del medicamento Acalabrutinib un usado el tratamiento de los pacientes criticos,3
1087,EEUU Investigadores el uso del medicamento Acalabrutinib un usado el tratamiento de los pacientes criticos,3
1088,EEUU Investigadores el uso del medicamento Acalabrutinib un usado el tratamiento de los pacientes criticos,3
1089,el uso del medicamento Acalabrutinib un usado el tratamiento de los pacientes criticos,2
1090,El uso del Acalabrutinib contra exito la enfermedad El,1
1091,Una critico probaron con exito un farmaco ya Infobae,1
1092,Farmaco Acalabrutinib,1
1093,Calquence,21
1094,lo comentado Gracias un,1
1095,one Article BTK Inhibitor,1
1096,Xin Xing kokoroshiea akaraburuchinibu Gong Kai Shuang Ji Xing Zhang Hai Qing Bao Xin Xing,1
1097,JosepCorbella,1
1098,Coca Cola SmartNews,1
1099,El farmaco acalabrutinib un controla la mejora la la mayoria de los pacientes de menudo en un one three,1
1100,PhillyVoice,1
1101,un AstraZeneca regula toda la tormenta de citoquinas provoca el coronavirus,1
1102,Xin Xing,1
1103,un de la enzima quinasa de Bruton nineteen mejora su capacidad de toxicos anado un un,1
1104,Hallada primeros resultados con para luchar contra la tormenta de citoquinas,1
1105,Coca Cola BGR,3
1106,Coca Cola kwl khr `,1
1107,contra nota de vanesalop Clarin con la opinion de,1
1108,Credit Doctors CocaCola,1
1109,CocaCola Pepsi BGR Doctors Coca Cola,1
1110,one Coke Coca Cola,1
